"id","text","author"
"id23244","She must have foreseen the chagrin of St. Eustache, the suspicion of all.","EAP"
"id16588","Although the writer admits the distinction, he yet includes them all in the same category.","EAP"
"id09732","I well remember it had no trees, nor benches, nor anything similar within it.","EAP"
"id20415","We had now some discussion as to the propriety and feasibility of awakening him; but we had little difficulty in agreeing that no good purpose would be served by so doing.","EAP"
"id18284","It is a scene terrifically desolate.","MWS"
"id11406","""The supporting power being estimated at pounds, and the united weights of the party amounting only to about , there was left a surplus of , of which again was exhausted by ballast, arranged in bags of different sizes, with their respective weights marked upon them by cordage, barometers, telescopes, barrels containing provision for a fortnight, water casks, cloaks, carpet bags, and various other indispensable matters, including a coffee warmer, contrived for warming coffee by means of slack lime, so as to dispense altogether with fire, if it should be judged prudent to do so.","EAP"
"id13423","I observed that, upon her first elevation of the glass, she had seemed satisfied with a momentary inspection of my person, and was withdrawing the instrument, when, as if struck by a second thought, she resumed it, and so continued to regard me with fixed attention for the space of several minutes for five minutes, at the very least, I am sure.","EAP"
"id16664","That deity will be found in the interior of yonder building.","EAP"
"id25486","The line put forth no branches, and Arthur was the last of it.","HPL"
"id18389","I observed that the aperture through which I had thrust my head was an opening in the dial plate of a gigantic clock, and must have appeared, from the street, as a large key hole, such as we see in the face of the French watches.","EAP"
"id12497","The fact is, I thought I really thought I thought at the time I thought then and have no reason for thinking otherwise now that the ""Goosetherumfoodle"" did make a mistake.","EAP"
"id11412","His sentence was pronounced, and I could only grieve and be patient.","MWS"
"id00265","It may be sufficient here to say that it forms one of an infinite series of mistakes which arise in the path of Reason through her propensity for seeking truth in detail.","EAP"
"id25248","I hardly know, but in a few moments I sank lifeless to the ground; and so would that then all had been at an end CHAPTER VIII I was carried to the next town: fever succeeded to convulsions and faintings, for some weeks my unhappy spirit hovered on the very verge of death.","MWS"
"id10910","The girl was called 'sister' or 'Agatha,' and the youth 'Felix,' 'brother,' or 'son.'","MWS"
"id20501","We were to sail on the fifteenth of the month June, weather permitting; and on the fourteenth, I went on board to arrange some matters in my state room.","EAP"
"id24122","Shrieking, slithering, torrential shadows of red viscous madness chasing one another through endless, ensanguined corridors of purple fulgurous sky . . .","HPL"
"id18930","Before seating himself across the table from me, my host paused for a moment as if in embarrassment; then, tardily removing his gloves, wide brimmed hat, and cloak, stood theatrically revealed in full mid Georgian costume from queued hair and neck ruffles to knee breeches, silk hose, and the buckled shoes I had not previously noticed.","HPL"
"id08355","It is like sight in the end, and transmits visual pictures to the brain.","HPL"
"id00740","Master yourself, Raymond, and the world is subject to you."" ""All this would be very good sense, if addressed to another,"" replied Raymond, moodily, ""con the lesson yourself, and you, the first peer of the land, may become its sovereign.","MWS"
"id09495","Johansen's address, I discovered, lay in the Old Town of King Harold Haardrada, which kept alive the name of Oslo during all the centuries that the greater city masqueraded as ""Christiana"".","HPL"
"id13532","""It is well fortified; and in this respect is as much indebted to nature as to art."" Very true.","EAP"
"id23447","Upon rising from the piano after these miracles of vocal execution, she resumed her seat by my side; when I expressed to her, in terms of the deepest enthusiasm, my delight at her performance.","EAP"
"id06128","In the mean time I endeavored, but all in vain, to sound him in regard to the object of the expedition.","EAP"
"id18811","On the night of the day on which this cruel deed was done, I was aroused from sleep by the cry of fire.","EAP"
"id08227","I have a mother whose support and hope I am.","MWS"
"id10484","The plague had come to Athens.","MWS"
"id27013","The consideration of this dilemma gave me no little disquietude; and it will hardly be believed, that, after the dangers I had undergone, I should look upon this business in so serious a light, as to give up all hope of accomplishing my ultimate design, and finally make up my mind to the necessity of a descent.","EAP"
"id11136","The Roulets, it seemed, had come in from East Greenwich, down the west shore of Narragansett Bay.","HPL"
"id03761","He will reason thus: 'I am innocent; I am poor; my Ourang Outang is of great value to one in my circumstances a fortune of itself why should I lose it through idle apprehensions of danger?","EAP"
"id20384","It was about two feet square, and bore West's correct name and present address.","HPL"
"id06755","This view was surely not weakened by the insistent offers of purchase at a high price which the Marshes began to make as soon as they knew of its presence, and which they repeated to this day despite the Society's unvarying determination not to sell.","HPL"
"id13867","When he arrives at the hippodrome, he will be crowned with the poetic wreath, in anticipation of his victory at the approaching Olympics.","EAP"
"id14653","When our exiles had first arrived, a truce was in existence between the Turks and Greeks; a truce that was as sleep to the mortal frame, signal of renewed activity on waking.","MWS"
"id27143","""The what?"" ""De bug, I'm berry sartain dat Massa Will bin bit somewhere bout de head by dat goole bug."" ""And what cause have you, Jupiter, for such a supposition?""","EAP"
"id01504","The longer he gazed the more absorbing became the spell the more impossible did it appear that he could ever withdraw his glance from the fascination of that tapestry.","EAP"
"id18047","He seemed the favourite child of fortune, and his untimely loss eclipsed the world, and shewed forth the remnant of mankind with diminished lustre.","MWS"
"id09349","Such, nevertheless, was the fact.","EAP"
"id01479","The widowed Rhoby Harris never recovered from the shock of her husband's death, and the passing of her first born Elkanah two years later was the final blow to her reason.","HPL"
"id11123","I had returned from London possessed by the idea, with the intimate feeling that it was my first duty to secure, as well as I was able, the well being of my family, and then to return and take my post beside Adrian.","MWS"
"id04450","Completely unnerved, I leaped to my feet; but the measured rocking movement of Usher was undisturbed.","EAP"
"id02971","I, not in deed, but in effect, was the true murderer.","MWS"
"id13719","I say nothing more than what must be obvious to every dispassionate observer, when I repeat that the circumstance of the articles in question having remained undiscovered, for a longer period than from one Sunday to another, in any thicket in the immediate neighborhood of Paris, is to be looked upon as little less than miraculous.","EAP"
"id26981","One disappeared in a narrow alley to the left, leaving only the echo of a shocking moan.","HPL"
"id05557","They were both then lying on the sacking of the bedstead in the chamber where Mademoiselle L. was found.","EAP"
"id09760","There was a gradual deterioration I had not foreseen.","HPL"
"id26989","The disordered earth was covered with blood and human debris bespeaking too vividly the ravages of daemon teeth and talons; yet no visible trail led away from the carnage.","HPL"
"id04626","Clerval continued talking for some time about our mutual friends and his own good fortune in being permitted to come to Ingolstadt.","MWS"
"id02883","Angarola of Chicago has it.","HPL"
"id11691","""Folks aoutside hev their stories abaout us s'pose you've heerd a plenty on 'em, seein' what questions ye ast stories abaout things they've seed naow an' then, an' abaout that queer joolry as still comes in from somewhars an' ain't quite all melted up but nothin' never gits def'nite.","HPL"
"id09863","My imagination was vivid, yet my powers of analysis and application were intense; by the union of these qualities I conceived the idea and executed the creation of a man.","MWS"
"id19628","By degrees, our eyes grew somewhat accustomed to this dimness, and we perceived that there was no direct passage leading us further; but that it was possible to climb one side of the cavern to a low arch at top, which promised a more easy path, from whence we now discovered that this light proceeded.","MWS"
"id23042","But as the gate swung wider and the sorcery of drug and dream pushed me through, I knew that all sights and glories were at an end; for in that new realm was neither land nor sea, but only the white void of unpeopled and illimitable space.","HPL"
"id25482","Grieved to the soul at having been, however innocently, the cause of pain to so eminent and so sensitive a man, I hastened to apologize, and to reassure him, by expressing my perfect coincidence with his views, as well as my entire appreciation of the delicacy of his position.","EAP"
"id19560","In the monarch Thought's dominion It stood there Never seraph spread a pinion Over fabric half so fair.","EAP"
"id24440","His fright, turning to steely despair, left room for a resurgence of his rage against me; and he staggered a step toward the table on whose edge I was steadying myself.","HPL"
"id17553","If he had permitted us to witness his agitation, he would have been more under the guidance of reason; but his struggles for the shew of composure, acted with such violence on his nerves, as to destroy his power of self command.","MWS"
"id02921","I fancied that night had come suddenly upon me, and vainly groped with one free hand for a window embrasure, that I might peer out and above, and try to judge the height I had attained.","HPL"
"id10958","Besides that, with the nearly extinct race of man, all our toils grew near a conclusion, she was too weak; consumption, if so it might be called, or rather the over active life within her, which, as with Adrian, spent the vital oil in the early morning hours, deprived her limbs of strength.","MWS"
"id21408","The audience arose; and the usual tumult immediately supervened.","EAP"
"id02596","It was just such a slip, indeed, as might have been chosen for a memorandum for a record of something to be long remembered and carefully preserved.""","EAP"
"id09255","Idris arose also, and bent on me her eyes of celestial blue, and with grace peculiar said ""You hardly need an introduction; we have a picture, highly valued by my father, which declares at once your name.","MWS"
"id21786","But of those mysterious allies no coherent account could ever be gained.","HPL"
"id09510","My father pointed out these circumstances with a serious and unaltered mien, only now and then fixing his deep and liquid eyes upon me; there was something strange and awful in his look that overcame me, and in spite of myself I wept, nor did he attempt to console me, but I saw his lips quiver and the muscles of his countenance seemed convulsed.","MWS"
"id13966","How pleased you would be to remark the improvement of our Ernest He is now sixteen and full of activity and spirit.","MWS"
"id01908","Furniture, covered by the dust of ages and crumbling with the rot of long dampness, met my eyes.","HPL"
"id19973","Carter's relatives talk much of these things because he has lately disappeared.","HPL"
"id12352","""Several changes, in the meantime, took place in the cottage.","MWS"
"id16234","In short, I never yet encountered the mere mathematician who could be trusted out of equal roots, or one who did not clandestinely hold it as a point of his faith that xpx was absolutely and unconditionally equal to q. Say to one of these gentlemen, by way of experiment, if you please, that you believe occasions may occur where xpx is not altogether equal to q, and, having made him understand what you mean, get out of his reach as speedily as convenient, for, beyond doubt, he will endeavor to knock you down.","EAP"
"id20152","I shall ascend my funeral pile triumphantly and exult in the agony of the torturing flames.","MWS"
"id23960","The elderly scholar had been collecting legends of the Onga tribes near the field of his grandfather's and his own explorations, hoping in some way to account for Sir Wade's wild tales of a lost city peopled by strange hybrid creatures.","HPL"
"id24403","The town was getting more and more on my nerves, and I looked behind me furtively as I picked my way back over the tottering Water Street bridge.","HPL"
"id05700","In after sorrow or joy, believe that you father's spirit is near, to save or sympathize with you.","MWS"
"id23741","I had most imprudently made it known among my friends, she observed, that I desired her acquaintance thus that I did not possess it thus, again, there was no possibility of concealing the date of our first knowledge of each other.","EAP"
"id23490","His desire of restoring his lovely friend to her rank in society, and to her lost prosperity, animated him, and he poured forth with energy, all his wishes and intentions on that subject.","MWS"
"id15658","In the first few degrees of this its progress, its surface is very sensibly flattened, farther on depressed into a plane, and finally, becoming not a little concave, it terminates, at the Pole itself, in a circular centre, sharply defined, whose apparent diameter subtended at the balloon an angle of about sixty five seconds, and whose dusky hue, varying in intensity, was, at all times, darker than any other spot upon the visible hemisphere, and occasionally deepened into the most absolute and impenetrable blackness.","EAP"
"id25459","I quitted him to take a few hours rest.","MWS"
"id17319","What magnificent events may ensue, it would be useless now to think of determining.","EAP"
"id20549","As for those who in your world knew not the loveliness of benevolence justice they are placed apart some claimed by the evil spirit in vain sought for by the good but She whose delight is to reform the wicked takes all she can delivers them to her ministers not to be punished but to be exercised instructed untill acquiring a love of virtue they are fitted for these gardens where they will acquire a love of knowledge As Fantasia talked I saw various groupes of figures as they walked among the allies of the gardens or were seated on the grassy plots either in contemplation or conversation several advanced together towards the fountain where I sat As they approached I observed the principal figure to be that of a woman about years of age her eyes burned with a deep fire and every line of her face expressed enthusiasm wisdom try seemed seated on her lips which were beautifully formed every motion of her limbs although not youthful was inexpressibly graceful her black hair was bound in tresses round her head and her brows were encompassed by a fillet her dress was that of a simple tunic bound at the waist by a broad girdle and a mantle which fell over her left arm she was encompassed by several youths of both sexes who appeared to hang on her words to catch the inspiration as it flowed from her with looks either of eager wonder or stedfast attention with eyes all bent towards her eloquent countenance which beamed with the mind within I am going said Fantasia but I leave my spirit with you without which this scene wd fade away I leave you in good company that female whose eyes like the loveliest planet in the heavens draw all to gaze on her is the Prophetess Diotima the instructress of Socrates The company about her are those just escaped from the world there they were unthinking or misconducted in the pursuit of knowledge.","MWS"
"id09904","It appeared to me evidently in the nature of a rare atmosphere extending from the sun outward, beyond the orbit of Venus at least, and I believed indefinitely farther.","EAP"
"id19285","I adjure you, my father, has not an unnatural passion seized upon your heart?","MWS"
"id00256","I have merely set down certain things appealing to me as facts, allowing you to construe them as you will.","HPL"
"id12107","Like to our first parents, the whole earth is before him, a wide desart.","MWS"
"id26852","Better be cautious in these old places our rodent friends are the one drawback, though I sometimes think they're a positive asset by way of atmosphere and colour.""","HPL"
"id15615","For example, there may be a deposition of dew upon the silk, to the extent, even, of several hundred pounds; ballast has then to be thrown out, or the machine may descend.","EAP"
"id09758","Might have been a woman's voice.","EAP"
"id06957","Besides, I had serious scruples of conscience.","EAP"
"id18970","Don't think I was a fool you ought to have seen that skull.","HPL"
"id15145","As I came, dressed in white, covered only by my tartan rachan, my hair streaming on my shoulders, and shooting across with greater speed that it could be supposed I could give to my boat, my father has often told me that I looked more like a spirit than a human maid.","MWS"
"id15109","When shown the body, she fell into violent hysterics and kept her bed for several days.","MWS"
"id11949","I should not call that sound a voice, for it was too awful.","HPL"
"id26478","The coach was crammed to repletion; but in the uncertain twilight the features of my companions could not be distinguished.","EAP"
"id07850","Do you expect me to pay for what I did not take?""","EAP"
"id18524","The sight turned him giddy after a while, so that he would have fallen to the pavement had he not clutched instinctively at the lustrous balustrade.","HPL"
"id09885","I must pause here, for it requires all my fortitude to recall the memory of the frightful events which I am about to relate, in proper detail, to my recollection.","MWS"
"id26662","""Upon this latter point,"" said Madame Lalande, laughingly, ""you have been surely injudicious in coming to confession; for, without the confession, I take it for granted that no one would have accused you of the crime.","EAP"
"id13519","Oh, how I longed then for the dear soothings of maternal Nature, as my wounded heart was still further stung by the roar of heartless merriment from the public house, by the sight of the drunkard reeling home, having lost the memory of what he would find there in oblivious debauch, and by the more appalling salutations of those melancholy beings to whom the name of home was a mockery.","MWS"
"id07753","Approaching him softly though without apparent furtiveness were five figures, two of which were the sinister old woman and the fanged, furry little animal.","HPL"
"id05333","He was ready to go back to old times, and commemorate the contests of our fathers, and the monarch's abdication.","MWS"
"id01084","I feared also that it might be some one who had seen me before: I might be recognized, my impostures discovered and I dragged back to a life of worse torture than that I had before endured.","MWS"
"id22099","Mr. Kirwin came in and insisted that my strength should not be exhausted by too much exertion.","MWS"
"id04382","""This what?"" said I. ""This rabbit au chat.""","EAP"
"id18399","Its proprietor, Roderick Usher, had been one of my boon companions in boyhood; but many years had elapsed since our last meeting.","EAP"
"id04888","He was getting an intuitive knack for solving Riemannian equations, and astonished Professor Upham by his comprehension of fourth dimensional and other problems which had floored all the rest of the class.","HPL"
"id10787","That fishing paid less and less as the price of the commodity fell and large scale corporations offered competition, but there was never a dearth of fish around Innsmouth Harbour.","HPL"
"id07994","Think you, amidst the shrieks of violated innocence and helpless infancy, I did not feel in every nerve the cry of a fellow being?","MWS"
"id10328","Other feelings, less ambiguous, were called into play by his conciliating manner and the generous warmth of his expressions, respect rarely before experienced, admiration, and love he had touched my rocky heart with his magic power, and the stream of affection gushed forth, imperishable and pure.","MWS"
"id00827","The blood and soul of the people were as the blood and soul of their ancestors who had fashioned The Street.","HPL"
"id17111","I have also to inform you that, whether it was calm weather or stormy, I found myself always immediately between the moon and the earth.","EAP"
"id04782","His aspect and voice became utterly frightful, and his presence almost unbearable.","HPL"
"id14639","The Moskoe Ström whirlpool was about a quarter of a mile dead ahead but no more like the every day Moskoe Ström, than the whirl as you now see it is like a mill race.","EAP"
"id00518","Now it was that those hideous shrieks arose upon the night, which had startled from slumber the inmates of the Rue Morgue.","EAP"
"id26948","His kingdom was the heart of Perdita, his subjects her thoughts; by her he was loved, respected as a superior being, obeyed, waited on.","MWS"
"id22100","Still the same lofty domes and minarets towered above the verdurous walls, where Constantine had died, and the Turk had entered the city.","MWS"
"id23130","Take the colours and odour from the rose, change the sweet nutriment of mother's milk to gall and poison; as easily might you wean Perdita from love.","MWS"
"id10047","The ""strangeness,"" however, which I found in the eyes, was of a nature distinct from the formation, or the color, or the brilliancy of the features, and must, after all, be referred to the expression.","EAP"
"id24124","Idris sat at the top of the half empty hall.","MWS"
"id15413","Few deductions, if any, were made; and those few pertinaciously returning in upon the original object as a centre.","EAP"
"id25322","So we retired awhile to Eleusis, and here rest and tender care added each day to the strength of our invalid.","MWS"
"id09661","I bought an automatic and almost took the step, but certain dreams deterred me.","HPL"
"id04815","He sat at a table with several secretaries, who were arranging petitions, or registering the notes made during that day's audience.","MWS"
"id07225","Lie down, O man, on the flower strown earth; give up all claim to your inheritance, all you can ever possess of it is the small cell which the dead require.","MWS"
"id09804","Our silence endured for some miles, till the country with open fields, or shady woods and parks, presented pleasant objects to our view.","MWS"
"id25714","The night before, she had reached Datchet; and, prowling about, had found a baker's shop open and deserted.","MWS"
"id20894","Yet when he returned thence, and first appeared in public life in England, her love did not purchase his, which then vacillated between Perdita and a crown.","MWS"
"id00690","As it was, I involuntarily closed my eyes in horror.","EAP"
"id11947","The odour arising from the newly opened depths was intolerable, and at length the quick eared Hawkins thought he heard a nasty, slopping sound down there.","HPL"
"id10582","The bas relief was a rough rectangle less than an inch thick and about five by six inches in area; obviously of modern origin.","HPL"
"id12402","The pallor of his countenance had assumed, if possible, a more ghastly hue but the luminousness of his eye had utterly gone out.","EAP"
"id17138","Do not wake me let me die so"" I here felt the limbs and found them as rigid as ever.","EAP"
"id06445","Besides, although I was evidently approaching the surface below me, it was with a speed by no means commensurate with the velocity I had at first so horribly conceived.","EAP"
"id01688","Curtis, who had held the instrument, dropped it with a piercing shriek into the ankle deep mud of the road.","HPL"
"id10466","I remember that once a Foreigner, a German, I think, was in our Company; and that whilst Goldsmith was speaking, he observ'd the Doctor preparing to utter something.","HPL"
"id11925","They looked like strips torn off.' Here, inadvertently, Le Soleil has employed an exceedingly suspicious phrase.","EAP"
"id03452","He was never to be seen beyond the limits of his own domain, and, in this wide and social world, was utterly companionless unless, indeed, that unnatural, impetuous, and fiery colored horse, which he henceforward continually bestrode, had any mysterious right to the title of his friend.","EAP"
"id25742","'Tis berry hebby bug.","EAP"
"id09645","And now I began to live.","MWS"
"id08105","I did not enlarge his knowledge in this regard, but sought with some subtlety to draw him out.","HPL"
"id08853","Now we've only this one thing to fight, and it can't multiply.","HPL"
"id03484","This was asked only half ironically; and Idris wondered why her mother should extort from her a solemn vow not to do, what she had never dreamed of doing but the promise was required and given.","MWS"
"id04541","At length he arose, took a candle from the table, and proceeded to seat himself upon a sea chest in the farthest corner of the room.","EAP"
"id08084","And now, flatter and flatter grew the lozenge, with a rapidity that left me no time for contemplation.","EAP"
"id23867","She attended her sickbed; her watchful attentions triumphed over the malignity of the distemper Elizabeth was saved, but the consequences of this imprudence were fatal to her preserver.","MWS"
"id23023","The Atlantic has been actually crossed in a Balloon and this too without difficulty without any great apparent danger with thorough control of the machine and in the inconceivably brief period of seventy five hours from shore to shore By the energy of an agent at Charleston, S.C., we are enabled to be the first to furnish the public with a detailed account of this most extraordinary voyage, which was performed between Saturday, the th instant, at , A.M., and , P.M., on Tuesday, the th instant, by Sir Everard Bringhurst; Mr. Osborne, a nephew of Lord Bentinck's; Mr. Monck Mason and Mr. Robert Holland, the well known æronauts; Mr. Harrison Ainsworth, author of ""Jack Sheppard,"" c.; and Mr. Henson, the projector of the late unsuccessful flying machine with two seamen from Woolwich in all, eight persons.","EAP"
"id25164","The white apes and the stuffed goddess were discussed with all the native chiefs of the region, but it remained for a European to improve on the data offered by old Mwanu.","HPL"
"id07326","The boxed object was delivered at Jermyn House on the afternoon of August , , being conveyed immediately to the large chamber which housed the collection of African specimens as arranged by Sir Robert and Arthur.","HPL"
"id10778","She had not sheltered herself in silence.","EAP"
"id18595","He is aware that he seldom passes so far as a dozen blocks from his own bureau, without being recognized and accosted.","EAP"
"id09797","It seemed to be a sort of monster, or symbol representing a monster, of a form which only a diseased fancy could conceive.","HPL"
"id23632","If our impulses were confined to hunger, thirst, and desire, we might be nearly free; but now we are moved by every wind that blows and a chance word or scene that that word may convey to us.","MWS"
"id09629","The voice said ""Ha ha ha he he a very good joke indeed an excellent jest.","EAP"
"id01002","Let us not for a moment forget our object and our hope; and they will form a resistless mound to stop the overflowing of our regret for trifles.""","MWS"
"id21640","Although upreared upon the summit of a wave more than a hundred times her own altitude, her apparent size exceeded that of any ship of the line or East Indiaman in existence.","EAP"
"id15922","This proved however to be a second passage, which evidently ascended.","MWS"
"id26476","Superstitious terror crept by degrees into the spirit of the old Swede, and my own soul was wrapped up in silent wonder.","EAP"
"id08111","The contest was keen and doubtful.","MWS"
"id11344","And will a contented conscience compensate for fallen hopes a slandered name torn affections all the miseries of civilized life?","MWS"
"id03372","Now I must fulfil my vow; now range myself at his side, and be his ally and support till death.","MWS"
"id01162","Presently the two people simply villagers, apparently farthest in the lead saw me and stood paralysed.","HPL"
"id18563","I bestowed on him all my affections; there was a miniature of him that I gazed on continually; I copied his last letter and read it again and again.","MWS"
"id26179","The rumour now spread widely that these houses contained the leaders of a vast band of terrorists, who on a designated day were to launch an orgy of slaughter for the extermination of America and of all the fine old traditions which The Street had loved.","HPL"
"id20461","It is, perhaps, scarcely necessary to add, that all the suggestions attributed to Brewster and Herschel, in the beginning of the article, about ""a transfusion of artificial light through the focal object of vision,"" etc., etc., belong to that species of figurative writing which comes, most properly, under the denomination of rigmarole.","EAP"
"id13144","A moment more and Perdita appeared; she stood before me in the fresh bloom of youthful womanhood, different from and yet the same as the mountain girl I had left.","MWS"
"id09657","After the ceremony was performed a large party assembled at my father's, but it was agreed that Elizabeth and I should commence our journey by water, sleeping that night at Evian and continuing our voyage on the following day.","MWS"
"id12602","It happened once before, but the man got frightened and shot himself.","HPL"
"id22491","The fool if he could not come himself, why, in the name of every thing rational, could he not have enclosed me a letter of presentation?","EAP"
"id09763","I was on deck, enjoying our swift progress.","MWS"
"id12789","I glanced at its face by the moonlight, and then burst into tears as I flung it far away into the ocean.","EAP"
"id20867","I avoided you, you know I did, but you forced yourself upon me and gave me those wants which you see with triumph give you power over me.","MWS"
"id24620","In passing down an alley in the rear of the Rue Morgue, the fugitive's attention was arrested by a light gleaming from the open window of Madame L'Espanaye's chamber, in the fourth story of her house.","EAP"
"id06414","I found that these people possessed a method of communicating their experience and feelings to one another by articulate sounds.","MWS"
"id10915","The body must have looked even worse in life but the world holds many ugly things.","HPL"
"id24415","""Treason"" growled he of the coffin.","EAP"
"id21613","His expressionless face was handsome to the point of radiant beauty, but had shocked the superintendent when the hall light fell on it for it was a wax face with eyes of painted glass.","HPL"
"id26913","""Oh, extra baggage, to be sure,"" I now said to myself ""something he wishes not to be put in the hold something to be kept under his own eye ah, I have it a painting or so and this is what he has been bargaining about with Nicolino, the Italian Jew.""","EAP"
"id26093","They found me Curius like, feasting on sorry fruits for supper; but they brought gifts richer than the golden bribes of the Sabines, nor could I refuse the invaluable store of friendship and delight which they bestowed.","MWS"
"id08432","P. Does the idea of death afflict you?","EAP"
"id07183","Look also at the innumerable fish that are swimming in the clear waters, where we can distinguish every pebble that lies at the bottom.","MWS"
"id01316","The fishy odour, dispelled for a moment by some merciful breeze, now closed in again with maddening intensity.","HPL"
"id24328","""Malitia vetus malitia vetus est . . .","HPL"
"id00095","Soon they became excessively numerous, like impious catacombs of nameless menace; and their pungent odour of decay grew quite unbearable.","HPL"
"id00749","In this respect, indeed, she might have been regarded as little less than the equal of the celebrated Ninon De L'Enclos.","EAP"
"id04202","There were two armlets, a tiara, and a kind of pectoral; the latter having in high relief certain figures of almost unbearable extravagance.","HPL"
"id25889","The Herr Johann Hermann Hermann commenced the perusal of this epistle with a scowl, which, however, was converted into a smile of the most ludicrous self complacency as he came to the rigmarole about Injuriae per applicationem, per constructionem, et per se.","EAP"
"id11318","Wilson's retaliations in kind were many; and there was one form of his practical wit that disturbed me beyond measure.","EAP"
"id20786","She sang, and her voice flowed in a rich cadence, swelling or dying away like a nightingale of the woods.","MWS"
"id26918","He replied feebly, yet quite audibly, ""Yes, I wish to be.","EAP"
"id12803","March st our February th according to the International Date Line the earthquake and storm had come.","HPL"
"id23560","Upon its head, with red extended mouth and solitary eye of fire, sat the hideous beast whose craft had seduced me into murder, and whose informing voice had consigned me to the hangman.","EAP"
"id21524","I threw off an overcoat, took an arm chair by the crackling logs, and awaited patiently the arrival of my hosts.","EAP"
"id12621","He did not laugh as I paused, but asked quite seriously about the boy who went mad in , and who had presumably been the hero of my fiction.","HPL"
"id12566","At length, in taking leave, he takes also from the table the letter to which he had no claim.","EAP"
"id13822","""Such were the events that preyed on the heart of Felix and rendered him, when I first saw him, the most miserable of his family.","MWS"
"id15390","""It was on one of these days, when my cottagers periodically rested from labour the old man played on his guitar, and the children listened to him that I observed the countenance of Felix was melancholy beyond expression; he sighed frequently, and once his father paused in his music, and I conjectured by his manner that he inquired the cause of his son's sorrow.","MWS"
"id00824","I leaned to the right.","EAP"
"id10190","But this weakness was, luckily for me, of no very long duration.","EAP"
"id09892","Negotium perambulans in tenebris. . . .","HPL"
"id13436","The great ""movement"" that was the cant term went on: a diseased commotion, moral and physical.","EAP"
"id18001","To create individual, thinking beings, it was necessary to incarnate portions of the divine mind.","EAP"
"id06829","They did not expect to hear Sir Alfred Jermyn emit a shrill, inhuman scream, or to see him seize his clumsy antagonist with both hands, dash it to the floor of the cage, and bite fiendishly at its hairy throat.","HPL"
"id24483","I found it, however, altogether too expensive, and was not sure, upon the whole, whether cambric muslin with a coating of gum caoutchouc, was not equally as good.","EAP"
"id16013","He had refused to take pay for it, and only long afterward did I guess why.","HPL"
"id12322","When any separation took place between us, it generally so happened, that Idris and Perdita would ramble away together, and we remained to discuss the affairs of nations, and the philosophy of life.","MWS"
"id01304","Many changes also now occurred in these spontaneous regal elections: depositions and abdications were frequent, while, in the place of the old and prudent, the ardent youth would step forward, eager for action, regardless of danger.","MWS"
"id09013","In beauty of face no maiden ever equalled her.","EAP"
"id17471","While we were in London there was a harshness and sulleness in his sorrow which had now entirely disappeared.","MWS"
"id05822","I began also to observe, with greater accuracy, the forms that surrounded me and to perceive the boundaries of the radiant roof of light which canopied me.","MWS"
"id09990","The procession of clerics began filing down the steep stairs through the trap door in the floor, turning and making menacing gestures as they left.","HPL"
"id19863","Chemistry is that branch of natural philosophy in which the greatest improvements have been and may be made; it is on that account that I have made it my peculiar study; but at the same time, I have not neglected the other branches of science.","MWS"
"id10911","Gabinius had, the rumour ran, come upon a cliffside cavern where strange folk met together and made the Elder Sign in the dark; strange folk whom the Britons knew not save in fear, and who were the last to survive from a great land in the west that had sunk, leaving only the islands with the raths and circles and shrines of which Stonehenge was the greatest.","HPL"
"id02090","We watched the rapid progress of the traveller with our telescopes until he was lost among the distant inequalities of the ice.","MWS"
"id13623","Jan Martense, whose room I had invaded, was buried in the graveyard near the mansion. . . .","HPL"
"id22601","Each individual, before a part of a great whole moving only in unison with others, now became resolved into the unit nature had made him, and thought of himself only.","MWS"
"id07057","I observed the door of a small out house a jar.","MWS"
"id05520","I had been lying with my face away from my uncle's chair, so that in this sudden flash of awakening I saw only the door to the street, the more northerly window, and the wall and floor and ceiling toward the north of the room, all photographed with morbid vividness on my brain in a light brighter than the glow of the fungi or the rays from the street outside.","HPL"
"id17095","Look on me as dead; and truly if death be a mere change of state, I am dead.","MWS"
"id16077","His questioning grew more than medically tense, and his hands shook as he dressed the mangled members; binding them as if he wished to get the wounds out of sight as quickly as possible.","HPL"
"id24606","In the meantime let us survey this image.","EAP"
"id19625","God What wonder that across the earth a great architect went mad, and poor Wilcox raved with fever in that telepathic instant?","HPL"
"id22439","But, no, my tale must not pause; it must be as rapid as was my fate, I can only describe in short although strong expressions my precipitate and irremediable change from happiness to despair.","MWS"
"id15406","The ridged, barrel shaped centre, the thin, radiating arms, the knobs at each end, and the flat, slightly outward curving starfish arms spreading from those knobs all were there.","HPL"
"id04384","The appearance of Justine was calm.","MWS"
"id12398","But when he looked, he did not see what he had expected; for his colleagues were not there at all, but only the Terrible Old Man leaning quietly on his knotted cane and smiling hideously.","HPL"
"id12077","Great decrease in the earth's apparent diameter, which now subtended from the balloon an angle of very little more than twenty five degrees.","EAP"
"id23740","I never sought to return to those tenebrous labyrinths, nor would I direct any sane man thither if I could.","HPL"
"id02719","Raymond sprung lightly on his horse, grasped the standard, and with words which I could not hear but his gestures, being their fit accompaniment, were marked by passionate energy, he seemed to adjure their assistance and companionship; even as he spoke, the crowd receded from him.","MWS"
"id04017","Positive pleasure is a mere idea.","EAP"
"id22486","Winter, spring, and summer passed away during my labours; but I did not watch the blossom or the expanding leaves sights which before always yielded me supreme delight so deeply was I engrossed in my occupation.","MWS"
